ID,Campaign ID,Keyword ID
140038,63415,1336
140039,63415,11832
140040,63415,824
140041,63415,1341
140042,63415,1344
140043,63415,832
14732,54284,1798
14733,54284,903
14734,54284,3121
14735,54284,3122
14736,54284,2357
14737,54284,2358
14738,54284,2360
14739,54284,2361
14740,54284,731
25931,55539,1923
25932,55539,3813
25933,55539,4005
25934,55539,1927
25935,55539,1931
25936,55539,4600
25937,55539,4601
25938,55539,4602
25939,55539,4603
25940,55539,4604
25941,55539,4605
30594,55946,418
30595,55946,5140
102777,61278,11960
102778,61278,11961
102779,61278,11962
102780,61278,11963
102781,61278,11964
104083,61377,1312
104084,61377,321
104085,61377,3556
104086,61377,39
104087,61377,3595
104088,61377,12
20238,55030,381
104089,61377,653
104090,61377,12271
104091,61377,15
104092,61377,464
104093,61377,656
104094,61377,371
104095,61377,84
104096,61377,23
110105,62073,633
110106,62073,149
110107,62073,150
180007,67618,1324
180008,67618,14231
180009,67618,1329
180010,67618,1330
104097,61377,1305
42478,56777,2532
42479,56777,997
42480,56777,1136
42481,56777,1142
31713,55212,4069
31714,55212,243
31715,55212,244
31716,55212,891
104736,61489,12324
104737,61489,12325
51767,57454,2904
31924,55490,4532
31925,55490,4533
31926,55490,4534
32011,55669,4732
32012,55669,4733
32013,55669,4734
32014,55669,4735
51768,57454,2905
51769,57454,773
51770,57454,4678
180011,67618,12339
180012,67618,824
180013,67618,1336
180014,67618,11832
180015,67618,1341
180016,67618,832
180017,67618,1345
180018,67618,1344
180019,67618,8643
180020,67618,12612
180021,67618,8645
52141,56207,5528
52142,56207,5529
52143,56207,5530
52144,56207,5531
52145,56207,5532
52146,56207,5533
52147,56207,5534
48432,57171,7289
48433,57171,225
48434,57171,3234
24393,55403,373
48435,57171,7290
48436,57171,2728
48437,57171,916
14828,54689,3136
14829,54689,3137
14830,54689,3138
14831,54689,302
14832,54689,3133
14833,54689,3134
14834,54689,3135
104738,61489,971
104739,61489,1146
104740,61489,1147
104741,61489,1149
104742,61489,1151
180022,67618,12613
180023,67618,967
180024,67618,1355
180025,67618,87
180026,67618,12903
180027,67618,12908
180028,67618,3321
48438,57171,217
48439,57171,218
48440,57171,4827
48441,57171,7292
48442,57171,7294
48443,57171,223
52148,56207,5535
52149,56207,5536
106593,61703,3089
106594,61703,12466
106595,61703,3091
106596,61703,12467
106597,61703,12468
106598,61703,12469
106599,61703,12470
106600,61703,3673
52150,56207,5537
52151,56207,5538
52152,56207,5539
17215,54153,2048
17216,54153,682
17217,54153,2047
52153,56207,5540
52154,56207,5541
52155,56207,5542
52156,56207,5543
52157,56207,5544
52158,56207,5545
52159,56207,5546
14887,54694,3139
14888,54694,3140
14889,54694,3141
14890,54694,3142
14891,54694,679
14892,54694,3143
14893,54694,3144
14894,54694,971
14895,54694,844
14896,54694,1879
14897,54694,1878
14898,54694,791
14899,54694,792
14900,54694,793
14901,54694,794
52160,56207,5547
52161,56207,5548
52162,56207,5549
52163,56207,5550
52164,56207,5551
52165,56207,5552
52166,56207,5553
52167,56207,5554
52168,56207,5555
52169,56207,5556
52170,56207,5557
52171,56207,5558
52172,56207,5559
52173,56207,5560
52174,56207,5561
52175,56207,5562
52176,56207,5563
52177,56207,5564
52178,56207,5565
52179,56207,5566
21354,55158,196
21355,55158,199
21356,55158,455
21357,55158,204
21358,55158,205
21359,55158,3607
180029,67620,6761
180030,67620,7371
390600,84218,33314
390601,84218,1068
390602,84218,7212
390603,84218,7221
390604,84218,12355
390605,84218,24178
390606,84218,24180
390607,84218,24185
390608,84218,10365
390609,84218,10367
390610,84218,10368
390611,84218,2724
390612,84218,33657
390613,84218,23792
390614,84218,31503
390615,84218,22349
390616,84218,33624
390617,84218,33625
390618,84218,33626
180031,67620,2124
180032,67620,6098
180033,67620,6099
79569,59239,249
79570,59239,766
79571,59239,767
80315,59561,294
80316,59561,1574
80317,59561,10056
80318,59561,7
80319,59561,621
80320,59561,110
80321,59561,80
80322,59561,2322
80323,59561,116
80324,59561,3316
80325,59561,2649
80326,59561,731
80327,59561,316
120453,60085,10683
121333,63093,13824
121334,63093,13825
121335,63093,13826
121336,63093,13816
121337,63093,13817
121338,63093,13818
121339,63093,13819
121340,63093,13820
121341,63093,13821
121342,63093,13822
121343,63093,13823
122006,55168,3971
122007,55168,3972
122008,55168,3976
122009,55168,2057
122010,55168,3978
122011,55168,3979
122012,55168,3980
122013,55168,3981
122014,55168,3982
122015,55168,3983
122016,55168,3977
122017,55168,2612
122018,55168,599
180034,67620,6100
180035,67620,15221
180036,67620,18070
180037,67620,1271
129108,63443,1329
129109,63443,1330
129110,63443,12339
180038,67620,1908
180039,67620,6969
180040,67620,15222
97354,60685,972
63964,56837,256
63965,56837,8579
63966,56837,4390
30663,55959,3200
30664,55959,2689
30665,55959,2688
63967,56837,6834
63968,56837,243
63969,56837,244
63970,56837,346
63971,56837,350
63972,56837,5151
64534,58250,8646
64535,58250,8647
180041,67620,2014
180042,67620,1279
182222,67807,18323
182223,67807,18324
182224,67807,18325
182225,67807,18326
182226,67807,18327
97355,60685,2092
97356,60685,1709
97357,60685,1713
182227,67807,18328
149987,64131,14930
390619,84218,33627
390620,84218,33628
20964,55075,3925
30666,55959,3201
30667,55959,3202
390621,84218,33629
390622,84218,33630
390623,84218,33631
390624,84218,33632
390625,84218,33633
390626,84218,33634
390627,84218,33635
390628,84218,33636
390629,84218,33637
390630,84218,33638
390631,84218,33639
390632,84218,33640
390633,84218,33641
390634,84218,33642
390635,84218,15211
390636,84218,33643
390637,84218,33644
390638,84218,33645
390639,84218,33646
390640,84218,33647
390641,84218,33648
390642,84218,33649
390643,84218,33650
390644,84218,33651
390645,84218,33652
390646,84218,33653
390647,84218,33654
390648,84218,33655
390649,84218,33656
30668,55959,5153
30669,55959,5154
97358,60685,947
97359,60685,11380
98141,59172,9244
129111,63443,1336
129112,63443,824
129113,63443,1341
129114,63443,1344
129115,63443,1345
104098,61212,2368
104099,61212,5863
104100,61212,3243
104101,61212,12077
104102,61212,12078
104103,61212,3246
104104,61212,12079
104105,61212,3249
104106,61212,3247
104107,61212,12080
104108,61212,5876
104109,61212,12081
104110,61212,3254
129116,63443,832
129117,63443,8643
129118,63443,12612
129119,63443,8645
129120,63443,12613
129121,63443,967
129122,63443,1355
30670,55959,5155
129123,63443,87
129124,63443,12903
129125,63443,12908
65660,58229,8599
65661,58229,1036
65662,58229,273
65663,58229,8595
65664,58229,8596
65665,58229,8597
104111,61212,6711
104112,61212,3255
104113,61212,3258
104114,61212,2943
321360,80259,5408
321361,80259,864
321362,80259,1697
321363,80259,29668
90033,60219,10889
90034,60219,1669
96009,59833,912
96010,59833,790
96011,59833,10391
96012,59833,10392
96013,59833,10393
96014,59833,791
321364,80259,29669
321365,80259,26218
30671,55959,5156
30672,55959,5157
30673,55959,5158
30674,55959,5159
30675,55959,5160
30676,55959,297
30677,55959,5161
30678,55959,5162
30679,55959,300
30680,55959,299
30681,55959,5163
30682,55959,5164
30683,55959,5165
26503,55036,897
26504,55036,899
26505,55036,3865
26506,55036,3866
26507,55036,3867
26508,55036,3868
26509,55036,3869
26510,55036,1315
26511,55036,3876
26512,55036,3877
26513,55036,4648
26514,55036,4649
26515,55036,4651
26516,55036,4395
26517,55036,4398
26518,55036,4665
26519,55036,4667
26520,55036,4668
26521,55036,1245
26522,55036,1132
30684,55959,3194
321366,80259,8975
321367,80259,4753
321368,80259,7070
321369,80259,863
390650,84218,33658
390651,84218,33659
33840,56249,5126
390652,84218,33660
390653,84218,33661
390654,84218,33662
390655,84218,33663
390656,84218,33664
390657,84218,33665
390658,84218,33666
390659,84218,33667
589130,54193,291
589131,54193,294
589132,54193,1574
589133,54193,44
69275,53890,1536
69276,53890,1537
69277,53890,1538
69278,53890,1539
69279,53890,1540
15938,54767,3297
15939,54767,3298
15940,54767,3299
15941,54767,3300
15942,54767,3301
15943,54767,3302
15944,54767,3303
15945,54767,3304
15946,54767,2601
15947,54767,3305
15948,54767,3306
15949,54767,3307
15950,54767,3308
15951,54767,2888
15952,54767,3309
15953,54767,670
15954,54426,903
15955,54426,905
15956,54426,907
15957,54426,908
15958,54426,912
15959,54426,794
15960,54426,1709
15961,54426,1713
15962,54426,1718
15963,54426,316
15964,54426,80
15965,54426,2659
15966,54426,1895
15967,54426,621
15968,54426,3310
15969,54426,3311
15970,54426,3312
15971,54426,109
15972,54426,3313
15973,54426,1393
15974,54426,3314
15975,54426,3315
15976,54426,3316
30685,55959,3195
69280,53890,1541
69281,53890,1542
69282,53890,1543
69283,53890,1544
69284,53890,1545
69285,53890,1546
69286,53890,650
69287,53890,1547
69288,53890,1548
69289,53890,418
69290,53890,1315
69291,53890,1450
69292,53890,1451
69293,53890,1452
69294,53890,1453
69295,53890,1454
69296,53890,1455
69297,53890,1456
69298,53890,1457
69299,53890,1458
69300,53890,1459
69301,53890,1460
69302,53890,1461
69303,53890,1462
69304,53890,448
69305,53890,1523
69306,53890,1524
69307,53890,1525
69308,53890,1526
52180,56207,5567
52181,56207,2245
52497,56943,6153
52498,56943,1034
52499,56943,6155
52500,56943,13
52501,56943,400
52502,56943,33
52503,56943,39
52504,56943,427
52505,56943,4681
52506,56943,5720
52507,56943,7002
52508,56943,7003
52509,56943,5724
52510,56943,7004
52511,56943,7005
52512,56943,7006
52513,56943,7008
52514,56943,7009
52515,56943,7010
52516,56943,7007
52517,56943,7011
52518,56943,6885
52519,56943,7012
52520,56943,6887
21506,55180,448
21507,55180,416
21508,55180,418
21509,55180,1796
21510,55180,426
21511,55180,3987
21512,55180,84
21513,55180,85
21514,55180,373
21515,55180,408
21516,55180,377
52521,56943,7013
52522,56943,1003
96015,59833,10395
96016,59833,1820
96017,59833,6683
96018,59833,10397
96019,59833,10399
96020,59833,10400
96021,59833,10394
239997,72972,3033
239998,72972,3039
239999,72972,6620
240000,72972,22910
240001,72972,22911
390660,84218,33668
299572,78161,1282
299573,78161,1937
299574,78161,3348
299575,78161,13220
299576,78161,13221
299577,78161,816
390661,84218,33669
390662,84218,33670
390663,84218,33671
390664,84218,33672
390665,84218,33673
390666,84218,33674
390667,84218,33675
390668,84218,33676
390669,84218,33677
390670,84218,33678
390671,84218,33679
390672,84218,33680
390673,84218,33681
390674,84218,33682
390675,84218,33683
390676,84218,33684
390677,84218,33685
390678,84218,33686
390679,84218,33687
390680,84218,33688
390681,84218,33689
390682,84218,33690
390683,84218,33691
390684,84218,33692
390685,84218,33693
390686,84218,33694
390687,84218,33695
390688,84218,33696
390689,84218,33697
390690,84218,33698
390691,84218,33699
390692,84218,33700
390693,84218,33701
390694,84218,33702
390695,84218,33703
390696,84218,33704
390697,84218,937
390698,84218,33705
416858,85906,5218
416859,85906,977
416860,85906,951
416861,85906,952
416862,85906,284
477279,91603,270
477280,91603,273
37063,56430,6098
37064,56430,6099
37065,56430,6100
37066,56430,1271
37568,56462,6201
37569,56462,2758
20554,55057,3904
20555,55057,3905
20556,55057,3906
20557,55057,3907
299578,78161,5313
299579,78161,3025
299580,78161,3027
284931,64669,3413
284932,64669,15070
284933,64669,991
284934,64669,1776
284935,64669,242
284936,64669,9461
284937,64669,5885
287106,74724,24448
287107,74724,24449
287108,74724,24450
287109,74724,24451
287110,74724,24452
287111,74724,24425
287112,74724,4887
287113,74724,5408
20558,55057,3908
20559,55057,3909
20560,55057,3894
20561,55057,3895
20562,55057,3896
20563,55057,3897
20564,55057,3898
20565,55057,3899
20566,55057,3900
20567,55057,3901
30690,55961,288
30691,55961,864
30692,55961,292
67426,57973,99
67427,57973,97
67428,57973,387
67429,57973,8347
68403,58585,3351
68404,58585,3357
68405,58585,5918
68406,58585,2220
68407,58585,3375
68408,58585,8882
68409,58585,3379
68410,58585,2241
68411,58585,4198
68412,58585,4199
68413,58585,4200
22513,54538,2829
22514,54538,2830
22515,54538,2831
22516,54538,2832
22517,54538,2833
22518,54538,2834
30693,55961,3653
30694,55961,869
30695,55961,872
264548,75364,12242
264549,75364,15187
16198,54719,3234
16199,54719,3266
16200,54719,228
16201,54719,223
264550,75364,5461
264551,75364,7644
264552,75364,13024
264553,75364,3555
264554,75364,25061
264555,75364,25065
264556,75364,25066
264557,75364,25067
264558,75364,25068
264559,75364,25072
264560,75364,25075
264561,75364,25076
264562,75364,25077
16215,54556,2881
16216,54556,2882
16217,54556,3331
16218,54556,2883
16219,54556,2885
16220,54556,3333
16221,54556,2886
16222,54556,2884
16223,54556,2867
16224,54556,2871
16225,54556,2874
16226,54556,2878
16227,54558,3331
16228,54558,3333
16229,54558,2890
16230,54558,2891
16231,54558,2892
16232,54558,2893
16233,54558,2862
16234,54558,2895
16235,54558,2894
16236,54558,2897
16237,54558,2896
16238,54558,2870
16239,54561,3331
16240,54561,3333
16241,54561,2871
264563,75364,7670
378843,82915,1833
264564,75364,11767
264565,75364,22013
378844,82915,7114
378845,82915,10490
16242,54561,2898
16243,54561,2867
16244,54561,2900
16245,54561,2901
16246,54561,2902
16247,54561,2903
16248,54561,2899
16249,54561,2875
16250,54565,2912
16251,54565,2913
16252,54565,3331
16253,54565,3333
16254,54565,2907
16255,54565,2908
16256,54565,2909
16257,54565,2910
16258,54565,2911
16259,54784,2948
16260,54784,2949
16261,54784,3334
16262,54784,3335
16263,54784,3336
16264,54784,3337
16265,54784,3338
16266,54784,2950
16267,54784,2953
16268,54784,3339
16269,54784,3340
16270,54784,2960
16271,54784,2961
16272,54784,2971
16273,54784,3244
16274,54784,3249
16275,54784,3254
16276,54784,2366
16277,54784,2367
16278,54784,2368
16279,54784,2943
72464,58947,706
72465,58947,7588
72466,58947,2504
72467,58947,9333
16284,54420,1028
16285,54420,2615
16286,54420,1641
16287,54420,110
16288,54420,623
16289,54420,80
16290,54420,2609
16291,54420,2610
16292,54420,2611
16293,54420,2612
16294,54420,2613
16295,54420,2614
16296,54420,1303
16297,54420,2616
16298,54420,2617
16299,54420,476
16883,54769,1797
16884,54769,1623
16885,54769,2566
16886,54769,1704
16887,54769,1258
16888,54769,683
16889,54769,682
16890,54769,2445
16891,54769,973
16892,54769,791
16310,54793,3341
16311,54793,3342
16312,54793,977
16313,54793,980
16314,54793,437
72468,58947,9334
72469,58947,9335
72470,58947,9336
72471,58947,9337
72472,58947,9338
72473,58947,4829
157013,65890,1283
157014,65890,12688
157015,65890,12324
20568,55057,3902
20569,55057,3903
157016,65890,2089
157017,65890,2092
157018,65890,724
37067,56432,2784
37068,56432,903
37069,56432,3464
37070,56432,145
37071,56432,147
30696,55961,1643
30697,55961,876
30698,55961,877
30699,55961,623
22519,54538,2835
22520,54538,2836
16893,54769,794
16894,54769,731
16895,54769,1823
17222,54622,99
17223,54622,1589
17224,54622,387
17225,54622,37
17360,54901,3392
17361,54901,1163
17362,54901,3532
17363,54901,3533
17364,54901,3534
17365,54901,3374
17366,54901,3535
17367,54901,3536
17368,54901,3537
17369,54901,3538
17370,54901,3539
17371,54901,3540
17589,54762,1665
17590,54762,1668
17591,54762,1669
17592,54762,1672
17593,54762,3267
17594,54762,3270
17595,54762,199
17596,54762,3273
17597,54762,3274
17598,54762,3275
17599,54762,3276
17600,54762,3277
17601,54762,3278
17602,54762,3279
17603,54762,3158
17604,54762,3164
17605,54762,2271
17606,54762,3171
17607,54762,1645
17608,54762,1646
17609,54762,1647
17610,54762,1648
17611,54762,1649
17612,54762,3187
30700,55961,5170
30701,55961,5171
16385,54795,3041
16386,54795,1249
16387,54795,3044
16388,54795,1221
16389,54795,3046
16390,54795,3045
16391,54795,3343
16392,54795,3344
16393,54795,1937
16394,54795,3345
16395,54795,3346
16396,54795,3347
16397,54795,3058
16398,54795,3348
22521,54538,2837
22522,54538,2838
22523,54538,2839
22524,54538,2840
22525,54538,2841
22526,54538,2842
22527,54538,4138
22528,54538,1328
22529,54538,1340
22530,54538,1730
22531,54538,965
22532,54538,731
30702,55961,5172
30703,55961,4402
30704,55961,5173
30705,55961,983
30706,55961,1143
37072,56432,149
37073,56432,182
37074,56432,150
37075,56432,633
37076,56432,731
96022,59833,10396
96023,59833,794
78341,58084,772
78342,58084,645
78343,58084,776
78344,58084,7064
78345,58084,665
78346,58084,284
78347,58084,6045
78348,58084,670
78349,58084,677
78350,58084,678
78351,58084,679
127107,63506,7624
127108,63506,14204
127109,63506,1866
127110,63506,14198
127111,63506,14199
127112,63506,14200
78352,58084,682
78353,58084,8508
33600,55564,4961
33601,55564,1220
33602,55564,4663
33603,55564,1227
33604,55564,1229
33605,55564,977
33606,55564,1269
31213,56019,5236
16476,54809,3361
16477,54809,1227
31214,56019,5237
31215,56019,5238
31216,56019,5239
31217,56019,5240
33607,55564,4662
33608,55564,437
33609,55564,1242
33610,55564,1244
33611,55564,1245
78354,58084,8509
78355,58084,8510
78356,58084,8511
78357,58084,8512
78358,58084,8513
78359,58084,8514
78360,58084,8515
78361,58084,8516
78362,58084,8517
96024,59833,10398
96025,59833,10489
96026,59833,680
96027,59833,2089
96028,59833,810
96029,59833,1707
96030,59833,10490
96031,59833,1709
96032,59833,1713
96033,59833,8757
78363,58084,8518
78364,58084,8519
78365,58084,8520
78366,58084,8007
78367,58084,8522
78368,58084,8523
78369,58084,4300
78370,58084,8525
78371,58084,8526
78372,58084,8521
78373,58084,8524
78374,58084,5201
22673,54038,1760
22674,54038,1704
22675,54038,810
22676,54038,1709
22677,54038,1807
22678,54038,1808
22679,54038,117
22680,54038,791
22681,54038,794
78375,58084,2005
78376,58084,5205
78377,58084,2784
78378,58084,1264
78379,58084,1136
78380,58084,1137
78381,58084,1144
96034,59833,1089
96035,59833,9027
96036,59833,9028
96037,59833,1351
127113,63506,14201
127114,63506,14202
127115,63506,14203
127116,63506,2812
157019,65890,5206
157020,65890,3811
157021,65890,16507
157022,65890,16500
157023,65890,16501
157024,65890,16502
157025,65890,16503
157026,65890,16504
157027,65890,16505
157028,65890,16506
157029,65890,15611
21414,55169,80
21415,55169,110
21517,55053,2662
21518,55053,2831
21519,55053,3889
21520,55053,3890
21521,55053,3891
21522,55053,3892
21523,55053,823
21524,55053,824
21525,55053,830
149988,64131,14931
149989,64131,14932
149990,64131,14933
149991,64131,14934
149992,64131,14935
149993,64131,14936
149994,64131,14937
149995,64131,2004
149996,64131,14938
149997,64131,14939
68414,58585,4201
68415,58585,4202
68416,58585,4203
68417,58585,4204
68418,58585,4206
68419,58585,4207
68420,58585,4208
68421,58585,4209
68422,58585,4210
68423,58585,4211
68424,58585,4212
68425,58585,4214
68426,58585,4215
68427,58585,4216
68428,58585,4217
69309,53890,1527
69310,53890,1528
69311,53890,1529
69312,53890,1530
23065,55306,2425
23066,55306,4190
69313,53890,1531
69314,53890,1532
69315,53890,1533
69316,53890,1534
69317,53890,1535
69728,55864,426
69729,55864,84
69730,55864,85
69731,55864,407
69732,55864,408
69733,55864,443
69734,55864,4383
70060,58741,648
70061,58741,2827
70062,58741,7717
70063,58741,437
70064,58741,2615
70065,58741,9145
70066,58741,9146
70067,58741,9147
70068,58741,9148
70069,58741,954
70070,58741,316
70071,58741,80
70072,58741,475
70073,58741,476
70074,58741,1245
70075,58741,479
70076,58741,621
70077,58741,4719
70078,58741,120
146173,59912,1664
146174,59912,4231
146175,59912,1672
146176,59912,1674
146177,59912,4236
146178,59912,3601
321370,80311,869
33870,56251,2607
33871,56251,5621
33872,56251,5622
33873,56251,5623
96038,59833,968
96039,59833,1096
96040,59833,971
96041,59833,972
96042,59833,247
96043,59833,5984
96044,59833,1381
96045,59833,10480
96046,59833,10481
96047,59833,10482
33874,56251,2462
321371,80311,648
321372,80311,4584
299581,78161,6867
299582,78161,3029
299583,78161,3030
299584,78161,598
299585,78161,3037
299586,78161,3039
299587,78161,27747
299588,78161,3044
299589,78161,27749
299590,78161,27750
299591,78161,3047
96048,59833,10483
96049,59833,10484
96050,59833,10485
321373,80311,11915
321374,80311,716
321375,80311,9108
321376,80311,9109
321377,80311,9110
321378,80311,9111
321379,80311,9112
299592,78161,3048
299593,78161,3049
299594,78161,5482
18182,54941,3616
18183,54941,2563
18184,54941,3609
18185,54941,3610
18186,54941,3611
18187,54941,3612
18188,54941,3613
18189,54941,3614
18190,54941,3615
299595,78161,27748
96051,59833,10486
96052,59833,10487
96053,59833,10488
20579,54656,3086
20580,54656,3087
20581,54656,3088
20582,54656,3089
20583,54656,3090
20584,54656,3091
20585,54656,3092
20586,54656,2638
20587,54656,3093
20588,54656,3094
20589,54656,2653
20590,54656,2654
96054,59833,2681
96055,59833,1146
96056,59833,10491
96057,59833,10492
96058,59833,1150
390699,83317,257
390700,83317,6152
390701,83317,6153
390702,83317,266
299596,78161,3052
31735,56057,5273
31736,56057,3082
31737,56057,587
31738,56057,1196
31739,56057,559
31740,56057,3375
31741,56057,3379
31742,56057,5267
31743,56057,5268
31744,56057,5269
299597,78161,3050
28752,53569,4753
28753,53569,1169
28754,53569,4884
28755,53569,4885
28756,53569,3092
28757,53569,4886
22358,55177,448
22359,55177,416
22360,55177,418
22361,55177,421
22362,55177,426
22363,55177,364
22364,55177,84
22365,55177,408
22366,55177,443
22367,55177,446
28758,53569,4887
28759,53569,3617
28760,53569,3618
28761,53569,1697
28762,53569,1700
28763,53569,1699
22682,55282,3144
22683,55282,1878
22684,55282,4151
28764,53569,1698
28765,53569,3619
28766,53569,949
28767,53569,950
28768,53569,589
28769,53569,2516
28770,53569,863
28771,53569,864
140044,63415,1345
21097,55028,3840
21098,55028,3841
21099,55028,3842
21100,55028,3843
21101,55028,3844
21102,55028,3845
21103,55028,3846
21104,55028,3945
21105,55028,3839
140045,63415,8643
140046,63415,12612
31745,56057,5270
31746,56057,5271
31747,56057,5272
31748,56057,5274
31749,56057,5275
31750,56057,2364
31751,56057,2365
31752,56057,991
31843,56048,5257
31844,56048,5258
31845,56048,5259
31846,56048,5260
31847,56048,5261
31848,56048,5262
31849,56048,5263
31850,56048,5264
31851,56048,5265
31852,56048,5266
31853,56048,3089
31854,56048,3359
31855,56048,3369
31856,56048,444
31857,56048,5315
31858,56048,3670
31859,56048,3674
31860,56048,2653
31861,56048,2414
31932,56073,2335
31933,56073,519
31934,56073,5324
31935,56073,5325
31936,56073,223
29826,55854,5030
29827,55854,5031
29828,55854,5032
29829,55854,5033
29830,55854,5034
29831,55854,5040
29832,55854,5041
29833,55854,5042
29834,55854,5043
40533,56704,6613
146179,59912,3604
146180,59912,10010
146181,59912,10014
146182,59912,4897
146183,59912,1340
146184,59912,4415
146185,59912,9537
146186,59912,196
72498,58820,6531
72499,58820,5257
72500,58820,5264
72501,58820,4128
72502,58820,417
72503,58820,4133
72504,58820,3369
72505,58820,8502
72506,58820,951
72507,58820,449
72508,58820,5573
72509,58820,5574
146187,59912,197
146188,59912,9540
146189,59912,199
146190,59912,200
146191,59912,204
146192,59912,15565
146193,59912,1102
72510,58820,2652
72511,58820,2653
30720,45912,7
30721,45912,110
30722,45912,111
30723,45912,80
30724,45912,473
30725,45912,474
72512,58820,9310
72513,58820,9311
72514,58820,9312
72515,58820,2655
72516,58820,2658
72517,58820,9314
72518,58820,9315
72519,58820,9316
72520,58820,9317
48444,57172,2656
48445,57172,7295
72521,58820,9318
49142,57216,7352
49143,57216,2731
30726,45912,155
72522,58820,9319
72523,58820,9320
72524,58820,9321
72525,58820,9322
72526,58820,9324
72527,58820,9323
72528,58820,9325
72529,58820,9326
72530,58820,9327
72531,58820,9328
72532,58820,9329
64536,58257,8648
64537,58257,8649
64538,58257,682
64539,58257,8650
64540,58257,8651
64541,58257,8652
64542,58257,8653
64543,58257,8654
321380,80311,9113
321381,80311,9114
321382,80311,6459
390703,83317,2828
390704,83317,1039
390705,83317,11026
390706,83317,30357
390707,83317,32917
390708,83317,32918
390709,83317,16792
22368,55174,448
22369,55174,418
19140,53936,740
19141,53936,1517
19142,53936,1518
19143,53936,1519
19144,53936,1520
19145,53936,1521
19146,53936,1522
19147,53936,1978
390710,83317,32919
390711,83317,32921
390712,83317,32922
390713,83317,32923
390714,83317,32924
390715,83317,32926
22370,55174,451
22371,55174,421
19156,54891,1298
19157,54891,3527
19158,53757,257
19159,53757,266
19160,53757,1036
19161,53757,278
19162,53757,1089
19163,53757,1090
19164,53757,1091
19165,53757,1092
19166,53757,1093
19167,53757,1094
19168,53757,1095
19169,53757,1096
19170,53757,1097
19171,53757,1098
19172,53757,1099
19173,53757,1100
19174,53757,1101
19175,53757,349
19176,53757,239
19177,53757,242
19178,51798,257
19179,51798,769
19180,51798,1041
19181,51798,278
19182,51798,2370
19183,51798,1090
19184,51798,2371
19185,51798,1093
19186,51798,1094
19187,51798,1095
19188,51798,1097
19189,51798,1098
19190,51798,1100
19191,51798,1101
19192,51798,349
19193,51798,239
19194,51798,242
19195,51798,244
19196,51798,1788
22372,55174,426
22373,55174,3987
22374,55174,3988
22375,55174,1461
22376,55174,84
22377,55174,407
22378,55174,408
22379,55174,377
22380,55174,373
22381,55174,443
22382,55174,446
22560,55267,4144
22561,55267,4141
22562,55267,4142
22563,55267,4143
390716,83317,32920
390717,83317,32925
390718,83317,32927
390719,83317,32928
390720,83317,32929
299598,78161,3053
299599,78161,3055
299600,78161,3056
299601,78161,3058
299602,78161,3060
19222,54994,3675
19223,54994,3676
19224,54994,3677
19225,54994,3678
303295,78304,2241
303296,78304,4198
303297,78304,4200
303298,78304,4201
303299,78304,4202
303300,78304,4203
303301,78304,2220
303302,78304,4205
284938,65842,2658
284939,65842,3369
284940,65842,22733
50756,57181,7300
50757,57181,7301
72533,58820,9330
72534,58820,9331
72535,58820,9332
22112,53821,2565
22113,53821,2566
22114,53821,2567
22115,53821,2568
22116,53821,2569
22117,53821,145
22118,53821,149
22119,53821,150
22120,53821,663
22121,53821,152
22122,53821,809
22123,53821,810
22124,53821,812
22125,53821,303
22126,53821,2351
22127,53821,945
22128,53821,948
22129,53821,188
22130,53821,192
22131,53821,997
22132,53821,1256
22133,53821,1257
22134,53821,1258
22135,53821,104
146194,59912,1109
146195,59912,8661
146196,59912,1111
146197,59912,10457
146198,59912,10458
146199,59912,731
146200,59912,10460
146201,59912,10461
22136,53821,1260
22137,53821,877
22138,53821,1262
22139,53821,1261
22140,53821,1259
22141,53821,1393
22142,53821,115
22143,53821,247
146202,59912,10462
146203,59912,10463
146204,59912,10464
146205,59912,10465
146206,59912,2270
146207,59912,10467
146208,59912,2271
146209,59912,10466
146210,59912,13668
146211,59912,250
148401,65167,992
148402,65167,5352
148403,65167,682
148404,65167,779
148405,65167,15146
148406,65167,9805
148407,65167,2607
148408,65167,787
148409,65167,10259
148410,65167,1141
148411,65167,664
148412,65167,15706
148413,65167,3292
148414,65167,670
19338,54996,3682
19339,54996,3683
19340,54996,3684
19341,54996,3685
19342,54996,3686
19343,54996,903
19344,54996,1831
19345,54996,971
19346,54996,2164
19347,54996,1141
19348,54996,1149
149998,64131,14940
149999,64131,14941
150000,64131,14942
150001,64131,14943
150002,64131,14944
150003,64131,731
150004,64131,14945
150005,64131,14946
150006,64131,14947
150007,64131,14948
150008,64131,1646
150009,64131,5615
150010,64131,5614
150011,64131,5361
150012,64131,8055
150013,64131,2557
150014,64131,2558
150015,64131,2559
157030,65890,16508
303303,78304,3375
303304,78304,4208
303305,78304,559
303306,78304,4211
303307,78304,3379
303308,78304,3350
303309,78304,4215
303310,78304,3351
303311,78304,3357
303312,78304,4223
72536,58820,2675
72537,58820,378
90064,60234,10860
157031,65890,16509
29077,54812,3344
29078,54812,3345
29079,54812,3346
29080,54812,1937
29081,54812,3348
29082,54812,816
29083,54812,3027
29084,54812,3031
29085,54812,3033
29086,54812,3037
29087,54812,3041
29088,54812,3042
29089,54812,1249
29090,54812,3046
29091,54812,3047
29092,54812,3048
29093,54812,3049
29094,54812,3053
29095,54812,3058
29096,54812,3060
248243,73796,608
248244,73796,2465
248245,73796,291
248246,73796,15141
248247,73796,1574
248248,73796,7
