ID,Campaign ID,Keyword ID
136426,62492,14192
136427,62492,14193
138632,64422,15211
1609,52037,232
1610,52037,233
1611,52037,234
1612,52037,235
1613,52037,236
138633,64422,15212
138634,64422,11981
138635,64422,15213
138636,64422,15214
138637,64422,15215
62700,58071,8501
62701,58071,8502
62702,58071,8503
62703,58071,8504
62704,58071,8505
62705,58071,8506
62706,58071,443
62707,58071,8252
62708,58071,8507
24688,54436,1304
24689,54436,2659
24690,54436,291
24691,54436,106
24692,54436,620
24693,54436,110
24694,54436,80
24695,54436,946
24696,54436,120
24697,54436,2649
24698,54436,155
24699,54436,316
62709,58071,2756
62710,58071,5195
62711,58071,5200
62712,58071,7377
62713,58071,87
62714,58071,5465
62715,58071,91
62716,58071,247
62717,58071,2652
62718,58071,1762
62719,58071,3811
62720,58071,2658
62721,58071,4838
62722,58071,7666
62723,58071,243
62724,58071,2675
62725,58071,373
138638,64422,15216
114621,62519,5255
114622,62519,7945
114623,62519,2315
114624,62519,2194
114625,62519,6550
114626,62519,8218
114627,62519,804
114628,62519,933
114629,62519,805
114630,62519,807
114631,62519,8108
114632,62519,685
114633,62519,5037
114634,62519,1328
114635,62519,1329
114636,62519,438
114637,62519,13114
114638,62519,13115
114639,62519,826
114640,62519,830
62726,58071,117
62727,58071,2679
62728,58071,3963
63582,58162,8544
63583,58162,33
63584,58162,8546
63585,58162,8545
63586,58162,8547
63587,58162,8543
156865,64560,294
156866,64560,15323
156867,64560,1070
156868,64560,13491
156869,64560,15328
156870,64560,9049
156871,64560,15331
156872,64560,80
156873,64560,210
156874,64560,211
156875,64560,15316
156876,64560,15317
156877,64560,15318
156878,64560,2134
156879,64560,15320
156880,64560,15321
156881,64560,15322
156882,64560,9051
156883,64560,13148
156884,64560,733
156885,64560,15325
156886,64560,15326
156887,64560,15327
156888,64560,2269
156889,64560,610
156890,64560,15324
156891,64560,15329
156892,64560,15332
21526,55056,2662
21527,55056,2831
21528,55056,3889
114641,62519,5055
114642,62519,4414
114643,62519,4417
114644,62519,1602
114645,62519,1603
396219,84628,32014
396220,84628,32017
396221,84628,32030
396222,84628,33981
396223,84628,33982
396224,84628,33983
396225,84628,33984
1862,53447,551
1863,53447,552
1864,53447,553
1865,53447,554
1866,53447,145
1867,53447,149
2331,53506,7
2332,53506,648
2333,53506,289
2334,53506,291
2335,53506,292
2336,53506,294
2337,53506,295
2338,53506,436
2339,53506,80
2340,53506,724
2341,53506,725
2342,53506,726
2343,53506,727
2344,53506,728
2345,53506,620
2346,53506,110
2347,53506,623
2348,53506,115
2349,53506,116
2350,53506,118
2351,53506,121
2402,52863,706
2403,52863,707
2404,52863,708
2405,52863,709
2406,52863,710
2407,52863,711
30418,55923,5098
9198,54240,2280
9199,54240,2281
1428,53147,406
1429,53147,407
1430,53147,408
1431,53147,409
1432,53147,410
1433,53147,411
1434,53147,412
1435,53147,413
1436,53147,414
1437,53147,415
1438,53147,416
1439,53147,417
1440,53147,418
1441,53147,419
1442,53147,420
1443,53147,421
1444,53147,422
1445,53147,423
1446,53147,424
1447,53147,425
1448,53147,426
1449,53147,84
1450,53147,85
1451,53147,369
1452,53147,373
1453,53147,376
1454,53147,380
1455,53147,381
1456,53147,382
1457,53151,427
9200,54240,2282
30419,55923,5099
33370,56194,5120
33371,56194,5495
33372,56194,5121
33373,56194,5122
33374,56194,5496
33375,56194,5497
6331,54007,1728
6332,54007,1729
6333,54007,1730
6334,54007,1603
6335,54007,1604
6336,54007,1731
6337,54007,1608
6338,54007,1719
6339,54007,1720
3030,53644,804
3031,53644,805
3032,53644,806
3033,53644,807
3034,53644,933
3035,53644,685
33376,56194,5116
33377,56194,5498
33378,56194,5117
33379,56194,5499
33380,56194,789
33381,56194,5500
33382,56194,5119
33383,56194,5112
33384,56194,5476
33385,56194,5100
33386,56194,5485
33387,56194,5486
33388,56194,5103
33389,56194,5104
33390,56194,5489
33391,56194,5490
6340,54007,1721
6341,54007,1722
6342,54007,1723
6343,54007,1724
136428,64239,7
3172,52587,115
3173,52587,116
3174,52587,118
3175,52587,121
33392,56194,5487
33393,56194,5106
33394,56194,5107
33395,56194,5488
156893,64560,15334
109905,58631,7688
3210,53683,968
3211,53683,969
3212,53683,682
3213,53683,971
3214,53683,970
3215,53683,972
3216,53683,791
3217,53683,794
109906,58631,1242
109907,58631,2348
109908,58631,951
109909,58631,952
109910,58631,8252
109911,58631,706
109912,58631,8905
109913,58631,8906
109914,58631,8907
109915,58631,8908
109916,58631,8909
109917,58631,8910
109918,58631,8911
109919,58631,8912
109920,58631,8913
6344,54007,1725
6345,54007,1726
6346,54007,1727
109921,58631,8914
41252,54786,5313
41253,54786,5477
41254,54786,5478
41255,54786,5479
41256,54786,5480
1661,53326,456
1662,53326,457
41257,54786,107
156894,64560,15335
156895,64560,15336
156896,64560,11239
156897,64560,618
156898,64560,15330
156899,64560,620
3246,53302,983
3247,53302,984
23014,54676,1714
23015,54676,1050
23016,54676,1046
23017,54676,2679
2082,53471,134
2083,53471,145
2084,53471,632
23137,54934,1669
23138,54934,1671
23139,54934,1672
23140,54934,1674
23141,54934,3601
23142,54934,3602
23143,54934,3603
23144,54934,3604
23145,54934,3605
136429,64239,6024
136430,64239,1303
156900,64560,15333
156901,64560,110
156902,64560,116
156903,64560,15314
156904,64560,12282
156905,64560,15315
159080,66046,1807
159081,66046,912
159082,66046,10259
136431,64239,1304
136432,64239,155
27989,55713,4804
27990,55713,4805
27991,55713,4806
27992,55713,4807
27993,55713,4808
27994,55713,2387
33396,56194,5109
33397,56194,5111
33398,56194,5113
11250,54425,654
11251,54425,2063
11252,54425,2071
11253,54425,409
11254,54425,2334
11255,54425,2339
2935,53525,779
2936,53525,780
2937,53525,781
2938,53525,782
2939,53525,783
2940,53525,784
2941,53525,785
2942,53525,786
2943,53525,787
2944,53525,788
2945,53525,670
2946,53525,679
2947,53525,810
2948,53525,837
2949,53525,838
2950,53525,839
2951,53525,840
2952,53525,841
2953,53525,842
2954,53525,843
11256,54425,2620
11257,54425,2621
11258,54425,2622
11259,54425,2623
11260,54425,2624
11261,54425,2625
11262,54425,2626
11263,54425,2627
2408,52863,712
2409,52863,713
11264,54425,2628
11265,54425,2629
11266,54425,2630
11267,54425,2631
2410,52863,714
2411,52863,715
11268,54425,2632
11269,54425,2633
11270,54425,2634
11271,54425,2635
11272,54425,2636
11273,54425,589
11274,54425,2637
2412,52863,108
2413,52863,716
2414,52863,717
2415,52863,615
2416,52863,244
33399,56194,5114
1771,53402,480
1772,53402,475
1773,53402,476
1774,53402,477
1775,53402,478
1776,53402,479
1777,53410,481
2955,53525,844
11275,54425,2638
11276,54425,2639
11277,54425,1655
11436,54227,2202
109922,58631,8915
109923,58631,8916
109924,58631,8917
109925,58631,8918
109926,58631,8919
109927,58631,8920
33400,56194,5115
33401,56194,5491
33402,56194,5492
33403,56194,5493
109928,58631,8921
109929,58631,8922
33404,56194,5494
50545,57341,6624
50546,57341,4133
50547,57341,3115
50548,57341,3118
109930,58631,8923
109931,58631,8924
109932,58631,8925
79450,59493,633
80277,59560,8584
80278,59560,7688
80279,59560,8970
80280,59560,7698
80281,59560,7705
109933,58631,8665
109934,58631,8927
109935,58631,8928
109936,58631,8929
109937,58631,8930
109938,58631,8931
109939,58631,8926
109940,58631,8933
109941,58631,8934
80282,59560,4133
80283,59560,7721
80284,59560,3118
80285,59560,2351
80286,59560,7471
80287,59560,10036
80288,59560,10037
80289,59560,10038
80290,59560,10039
80291,59560,10040
80292,59560,10041
80293,59560,2618
80294,59560,10043
80295,59560,10044
2506,52990,256
2507,52990,257
2508,52990,1
2509,52990,266
2510,52990,276
2511,52990,277
11437,54227,2203
11438,54227,2204
11439,54227,2205
11440,54227,2206
11441,54227,2207
11442,54227,2208
11443,54227,2209
11444,54227,2210
80296,59560,10045
80297,59560,952
80298,59560,10042
80299,59560,10046
11445,54227,2211
11446,54227,2212
11447,54227,2213
80300,59560,10047
2512,52990,278
2513,52990,280
2514,52990,341
2515,52990,342
2516,52990,343
4682,53744,1082
4683,53744,39
4684,53744,1041
3248,53695,978
3249,53695,979
3250,53695,980
3251,53695,981
3252,53695,284
3265,52474,558
3266,52474,561
3267,52474,565
3268,52474,567
3269,52474,990
3270,52474,991
2085,53471,633
2086,53471,634
2087,53471,635
2088,53471,636
2089,53471,637
2090,53471,638
2091,53471,639
2092,53479,640
2093,53479,641
2094,53479,642
2095,53479,643
2096,53479,644
2097,53479,645
2098,53479,646
2099,53479,647
2100,53479,648
2101,53484,642
2102,53484,643
2103,53484,646
2104,53484,647
2105,53484,437
396226,84628,33985
396227,84628,33986
396228,84628,33987
396229,84628,33988
396230,84628,33989
396231,84628,33990
396232,84628,33991
396233,84628,33992
396234,84628,33993
396235,84628,33994
396236,84628,33995
8304,54184,2032
33405,56024,5248
33406,56024,5249
33407,56024,3617
33408,56024,5250
33409,56024,2613
50549,57341,7471
50550,57341,7472
2431,53521,771
2432,53521,772
2433,53521,773
2434,53521,774
2435,53521,679
2436,53521,775
2437,53521,776
2438,53521,777
2439,53521,778
50551,57341,2351
33410,56024,5241
33411,56024,5242
50552,57341,1390
168238,53543,44
179879,67616,14218
179880,67616,14219
179881,67616,14220
179882,67616,14221
179883,67616,14222
41258,54786,203
41259,54786,4684
41260,54786,816
41261,54786,1937
41744,56806,294
41745,56806,620
28958,55767,3336
28959,55767,3338
28960,55767,558
28961,55767,567
41746,56806,110
41747,56806,80
41748,56806,2323
179884,67616,14223
179885,67616,14224
179886,67616,14225
8598,54204,2162
8599,54204,2163
8600,54204,199
28962,55767,4922
28963,55767,4923
28964,55767,4924
28965,55767,4925
28966,55767,4926
396237,84628,33996
396238,84628,33997
396239,84628,33998
396240,84628,33999
396241,84628,34000
396242,84628,34001
396243,84628,26450
396244,84628,34002
396245,84628,34003
400286,78481,27595
400287,78481,11852
104005,61354,2310
104006,61354,12188
104007,61354,12175
104008,61354,12176
104009,61354,12177
104010,61354,12178
104011,61354,12179
104012,61354,12180
104013,61354,12181
104014,61354,12182
104015,61354,12183
104016,61354,12184
104017,61354,12185
104018,61354,12186
104019,61354,12187
104020,61354,10905
104021,61354,12189
104022,61354,12190
104023,61354,12191
104024,61354,12192
104025,61354,12193
104026,61354,12194
104027,61354,12195
104028,61354,12196
2216,53492,677
2217,53492,678
2218,53492,679
2219,53492,680
2220,53492,681
2221,53492,682
2222,53492,683
104029,61354,12197
2517,52990,344
2518,52990,345
2519,52990,346
2227,53494,684
2228,53494,685
2229,53494,686
2230,53494,687
2231,49974,1
2232,49974,2
2233,49974,3
2234,49974,4
2235,49974,5
2236,49974,688
2237,49974,689
2238,49974,690
2239,49974,691
2240,49974,692
2241,49974,693
2242,49974,694
2243,49974,695
2244,49974,696
2245,49974,697
2246,49974,698
2247,49974,699
2248,49974,700
2249,49974,701
2250,49974,702
2251,49974,703
2252,49974,704
2253,49974,705
2254,49974,244
104030,61354,6071
104031,61354,1464
104032,61354,1466
2520,52990,347
2521,52990,348
2522,52990,349
2523,52990,351
2524,52990,239
2525,52990,242
2526,52990,244
2527,52990,249
2528,52990,255
2546,53542,44
2547,53208,416
2548,53208,808
2549,53208,426
2550,53208,428
2551,53208,429
2552,53208,430
2553,53208,431
2554,53208,432
2555,53208,433
2556,53208,434
2557,53208,84
2558,53208,85
2559,53208,376
2560,53208,377
2561,53545,809
2562,53545,810
2563,53545,811
2564,53545,106
2565,53545,812
2566,53545,813
2567,53545,113
2568,53545,117
7210,54092,1871
7211,54092,1907
7212,54092,1908
7213,54092,1909
7214,54092,1910
7215,54092,1911
7216,54092,1848
7217,54092,1912
7218,54092,1914
7219,54092,1915
7220,54092,1913
179887,67616,14226
33412,56024,5243
33413,56024,5244
33414,56024,5245
33415,56024,5246
33416,56024,5247
40289,53607,896
40290,53607,5
40291,53607,244
40292,53607,246
40293,53607,891
40294,53607,892
40295,53607,893
40296,53607,894
40297,53607,895
50553,57349,1252
179888,67616,14227
179889,67616,14228
179890,67616,14229
6347,54041,1732
6348,54041,1733
2601,53549,814
2602,53549,815
2603,53551,816
2917,53536,218
2918,53536,802
2919,53536,223
2956,53567,779
2957,53567,780
2958,53567,781
2959,53567,782
2960,53567,783
2961,53567,784
2962,53567,785
2963,53567,786
2964,53567,787
2965,53567,788
2966,53567,670
2967,53567,679
2968,53567,810
2969,53567,837
2970,53567,838
2971,53567,839
6349,54041,1734
50554,57349,1476
50555,57349,744
50556,57349,652
50557,57349,752
50558,57349,7473
50559,57349,5970
50560,57349,7474
50561,57349,412
18343,54960,3632
2633,53556,833
2634,53556,834
2635,53556,835
2636,53556,836
2637,53556,817
2638,53556,818
2639,53556,819
2640,53556,308
2641,53556,821
2642,53556,822
2643,53556,820
2644,53556,122
2645,53556,124
2646,53556,319
2972,53567,840
2973,53567,841
2974,53567,842
2975,53567,843
2976,53567,844
18344,54960,3633
18345,54960,3630
18346,54960,3631
136433,64239,291
136434,64239,1574
136435,64239,304
179891,67616,14230
179892,67616,11158
179893,67616,14232
179894,67616,14233
50562,57349,413
50563,57349,414
179895,67616,14234
179896,67616,14235
179897,67616,14236
179898,67616,4893
179899,67616,14238
179900,67616,14239
179901,67616,14240
179902,67616,14241
179903,67616,14242
3148,53674,952
3149,53674,951
69721,55864,416
69722,55864,448
69723,55864,450
24700,54491,1219
24701,54491,1224
24702,54491,2705
24703,54491,2706
24704,54491,1234
24705,54491,2708
69724,55864,418
69725,55864,1796
41749,56809,294
41750,56809,620
41751,56809,110
41752,56809,80
41753,56809,2323
69726,55864,451
69727,55864,423
131431,63147,1798
24706,54491,2709
24707,54491,2710
24708,54491,2711
24709,54491,2707
131432,63147,7
131433,63147,6795
131434,63147,1303
131435,63147,1304
131436,63147,155
131437,63147,2978
131438,63147,1574
131439,63147,303
131440,63147,304
131441,63147,3546
131442,63147,946
131443,63147,313
131444,63147,316
131445,63147,10180
131446,63147,10181
131447,63147,13132
131448,63147,13133
131449,63147,13134
131450,63147,13135
131451,63147,80
3203,53682,961
131452,63147,2649
131453,63147,13146
131454,63147,3547
131455,63147,13148
3204,53682,962
3205,53682,963
3206,53682,964
3207,53682,965
3208,53682,966
3209,53682,967
3241,53302,288
3242,53302,900
3243,53302,292
3244,53302,623
3245,53302,982
23750,54586,775
23751,54586,781
23752,54586,1681
23753,54586,787
23754,54586,1686
23755,54586,2843
23756,54586,2844
20087,55019,3464
20088,55019,1712
168249,58920,618
168250,58920,44
23757,54586,670
23758,54586,2462
23759,54586,679
23760,54586,2601
23761,54586,682
23762,54586,4298
23763,54586,4299
23764,54586,4300
168251,58920,590
168252,58920,80
168253,58920,9298
168254,58920,9299
168255,58920,1303
168256,58920,1304
168257,58920,2458
168258,58920,155
2822,53036,900
2823,53036,901
2824,53036,902
2825,53036,7
2826,53036,903
2827,53036,904
2828,53036,905
2829,53036,906
2830,53036,907
2831,53036,908
2832,53036,909
2833,53036,910
2834,53036,648
2835,53036,911
2836,53036,912
2837,53036,913
2838,53036,287
2839,53036,288
2840,53036,289
2841,53036,291
2842,53036,292
2843,53036,294
2844,53036,295
2845,53036,436
2846,53036,437
2847,53036,316
2848,53036,80
2849,53036,727
2850,53036,728
2851,53036,108
2852,53036,114
2853,53036,244
2854,53036,118
2855,53036,121
23765,54586,4301
23766,54586,973
23767,54586,4302
23768,54586,4303
23769,54586,4304
6350,54041,1735
6351,54041,1736
6352,54041,1737
6353,54041,1738
6354,54041,1739
6355,54041,1740
6356,54041,1741
6357,54041,1742
6358,54041,1743
6359,54041,1744
6360,54041,1745
6361,54041,1746
6362,54041,1747
6363,54041,1748
6364,54041,1749
6365,54041,1750
6366,54041,1751
6367,54041,1752
6368,54041,1753
6369,54041,1754
6370,54041,1755
6371,54041,1756
6372,54041,1757
6373,54041,1758
6374,54041,1759
23770,54586,3282
20089,55019,113
20090,55019,117
20091,55019,1623
23771,54586,3285
23772,54586,3286
23773,54586,3287
23774,54586,3288
23775,54586,3289
23776,54586,2905
23777,54586,2904
23778,54586,2906
3528,53742,106
3529,53742,1069
23779,54586,3293
23780,54586,3292
23781,54586,992
23782,54586,3296
23783,54586,2531
23784,54586,2535
168259,58920,127
179904,67616,14243
179905,67616,14237
179906,67616,8104
179907,67616,1324
8957,54115,387
8958,54115,2001
8959,54115,466
8960,54115,2003
8961,54115,2002
179908,67616,14231
179909,67616,1329
179910,67616,1330
179911,67616,12339
3530,53742,1070
3531,53742,111
3532,53742,80
3533,53742,1071
3534,53742,110
3535,53742,1072
3536,53742,120
3537,53742,122
3538,53742,124
98103,60828,11624
98104,60828,11625
98105,60828,5589
98106,60828,6395
98107,60828,6076
98108,60828,6399
104033,61354,1467
104034,61354,316
104035,61354,6868
104036,61354,12251
104037,61354,12252
104038,61354,12253
104039,61354,12254
104040,61354,12255
104041,61354,12256
104042,61354,12257
104043,61354,12258
3150,52587,7
3151,52587,285
3152,52587,286
3153,52587,287
3154,52587,288
3155,52587,289
3156,52587,290
3157,52587,291
3158,52587,292
3159,52587,294
3160,52587,295
3161,52587,296
3162,52587,316
3163,52587,80
3164,52587,104
3165,52587,106
3166,52587,107
3167,52587,108
3168,52587,109
3169,52587,110
3170,52587,113
3171,52587,114
18097,48993,1376
18098,48993,321
18099,48993,3079
18100,48993,39
18101,48993,3596
18102,48993,3598
18103,48993,3599
179912,67616,824
179913,67616,1336
179914,67616,11832
102693,61269,2944
102694,61269,2950
102695,61269,1798
102696,61269,2953
102697,61269,3337
102698,61269,3339
102699,61269,2955
102700,61269,2964
102701,61269,2965
102702,61269,9371
7221,54095,1860
7222,54095,1909
7223,54095,1910
7224,54095,1848
7225,54095,1914
7226,54095,1916
7227,54095,1917
7228,54095,1918
3539,53704,992
3540,53704,993
3541,53704,994
3542,53704,995
3543,53704,996
3544,53704,997
3545,53704,998
3546,53704,999
3547,53704,969
3548,53704,682
3549,53704,973
3566,53745,80
3567,53745,155
3568,53745,110
102703,61269,6269
102704,61269,2943
104044,61354,9195
104045,61354,108
104046,61354,107
104047,61354,114
104048,61354,120
109942,58631,8935
11448,54227,2214
11449,54227,2215
11450,54227,2216
11451,54227,2217
11452,54227,2218
11453,54227,2219
109943,58631,8936
11454,54227,2220
11455,54227,2221
11456,54227,2222
11457,54227,2223
11458,54227,2224
11459,54227,2225
11460,54227,2226
11461,54227,2227
11462,54227,2228
11463,54227,2229
11464,54227,2230
11465,54227,2231
30915,55985,5217
30916,55985,5218
30917,55985,1227
23785,54540,679
109944,58631,8937
109945,58631,8938
109946,58631,8939
109947,58631,8932
109948,58631,8941
109949,58631,8942
109950,58631,8943
109951,58631,8944
109952,58631,8945
109953,58631,8940
109954,58631,7417
179915,67616,1341
179916,67616,832
159083,66046,787
159084,66046,2844
159085,66046,670
159086,66046,679
159087,66046,2602
159088,66046,2603
159089,66046,682
159090,66046,1842
159091,66046,8499
159092,66046,8509
159093,66046,2888
159094,66046,2889
159095,66046,5201
159096,66046,7789
159097,66046,16626
159098,66046,16627
159099,66046,16628
159100,66046,16629
159101,66046,16630
179917,67616,1345
179918,67616,1344
179919,67616,8643
179920,67616,12612
179921,67616,8645
179922,67616,12613
179923,67616,967
179924,67616,1355
179925,67616,87
179926,67616,12903
179927,67616,12908
179928,67616,3321
182220,67807,13962
182221,67807,18322
129061,63623,992
129062,63623,6660
416789,85903,34997
284916,64669,1031
284917,64669,264
284918,64669,266
284919,64669,1043
284920,64669,278
243658,73339,8517
243659,73339,679
243660,73339,4840
243661,73339,682
243662,73339,778
243663,73339,912
245436,73522,23522
245437,73522,23523
245438,73522,23524
245439,73522,23525
245440,73522,23526
23786,54540,2601
30918,55985,284
11466,54227,559
11467,54227,2233
11468,54227,2234
11469,54227,2235
11470,54227,2236
11471,54227,2237
11472,54227,2238
245441,73522,23527
245442,73522,23528
245443,73522,4683
284921,64669,4134
31378,55825,5060
23787,54540,682
23788,54540,781
23789,54540,787
23790,54540,2843
23791,54540,2844
23792,54540,670
31379,55825,5061
31380,55825,5062
31381,55825,5064
31382,55825,5065
31383,55825,5067
31384,55825,5068
31385,55825,5069
31386,55825,5070
31387,55825,971
31388,55825,3685
31389,55825,4968
31390,55825,4969
31391,55825,4970
31392,55825,4971
31393,55825,4972
31394,55825,1146
15347,54334,993
31395,55825,1147
31396,55825,1149
31397,55825,4351
21529,55056,3891
21530,55056,3892
21531,55056,3893
21532,55056,823
21533,55056,824
21534,55056,830
21585,55182,320
21586,55182,1793
21587,55182,418
21588,55182,407
7229,54105,1984
15126,54709,2402
15127,54709,2403
15128,54709,3205
7230,54105,1985
7231,54105,1986
102705,61268,2368
102706,61268,2367
102707,61268,1798
102708,61268,12090
102709,61268,12091
179929,67617,14218
179930,67617,14219
179931,67617,14220
179932,67617,14221
179933,67617,14222
179934,67617,14223
179935,67617,14224
179936,67617,14225
179937,67617,14226
179938,67617,14227
179939,67617,14228
179940,67617,14229
79451,59498,9984
79452,59498,5131
79453,59498,4236
79454,59498,6800
79455,59498,7488
7232,54105,1987
7233,54105,1988
7234,54105,1989
7235,54105,1990
7236,54105,1991
7237,54105,1980
7238,54105,1916
7239,54105,1981
11083,54414,108
11084,54414,2604
11085,54414,2605
