Deleted,Campaign ID,Campaign Type,Advertiser ID,Created At,Updated At,Disabled,Account ID,Filter Type
,110927,NATIVE,8713,2021-05-18T21:25:18.489278+04:30,2021-05-18T21:25:18.489299+04:30,false,rzzjrhaR,KEYWORD
,110918,NATIVE,33931,2021-05-18T20:24:45.898565+04:30,2021-05-26T23:04:26.710363+04:30,false,NB23mJW0,KEYWORD
,110904,NATIVE,34595,2021-05-18T18:54:59.139234+04:30,2021-05-18T18:54:59.139266+04:30,false,trfOaaWS,KEYWORD
,110888,NATIVE,24994,2021-05-18T17:31:51.955818+04:30,2021-05-18T17:31:51.955866+04:30,false,Bd42ZqVW,KEYWORD
,110839,NATIVE,3832,2021-05-18T15:36:37.502461+04:30,2021-06-22T10:22:40.102473+04:30,false,7XkLgK8o,KEYWORD
,110827,NATIVE,32638,2021-05-18T15:19:38.133515+04:30,2021-05-18T15:19:38.133548+04:30,false,LQLGHo0C,KEYWORD
,110825,NATIVE,32638,2021-05-18T15:13:51.298047+04:30,2021-07-06T13:31:00.0154+04:30,false,LQLGHo0C,KEYWORD
,110821,BANNER,37107,2021-05-18T15:03:16.404305+04:30,2021-05-18T15:03:16.404335+04:30,false,G2pZ0ZQY,KEYWORD
,110818,NATIVE,32638,2021-05-18T14:59:57.967568+04:30,2021-05-18T14:59:57.967602+04:30,false,LQLGHo0C,KEYWORD
,110817,NATIVE,32638,2021-05-18T14:58:08.881422+04:30,2021-05-18T14:58:08.881477+04:30,false,LQLGHo0C,KEYWORD
,110810,NATIVE,3223,2021-05-18T14:29:42.293381+04:30,2021-06-07T17:33:10.066881+04:30,false,OwBUexoV,KEYWORD
,110797,NATIVE,37102,2021-05-18T13:56:51.139912+04:30,2021-05-18T13:56:51.13994+04:30,false,WnR4OtWk,KEYWORD
,110786,NATIVE,35933,2021-05-18T13:29:32.619659+04:30,2021-05-22T09:44:01.372439+04:30,false,jx06usXB,KEYWORD
,110776,BANNER,26721,2021-05-18T12:36:45.851434+04:30,2021-08-23T08:39:04.853281+04:30,false,wXDEXp7c,KEYWORD
,110753,NATIVE,35933,2021-05-18T11:40:58.46768+04:30,2021-05-18T13:39:48.520121+04:30,false,jx06usXB,KEYWORD
,110752,NATIVE,36984,2021-05-18T11:36:07.893396+04:30,2021-05-21T21:30:46.419383+04:30,false,MHWz2QmG,KEYWORD
,110751,NATIVE,36999,2021-05-18T11:35:02.597385+04:30,2021-05-20T11:24:46.967775+04:30,false,PlnDkMFX,KEYWORD
,110749,NATIVE,28596,2021-05-18T11:34:53.400509+04:30,2021-05-18T11:34:53.400551+04:30,false,f4wplcFS,KEYWORD
,110725,NATIVE,29099,2021-05-18T10:36:14.871545+04:30,2021-05-18T11:51:13.496967+04:30,false,ZqdGuttS,KEYWORD
,110721,NATIVE,35840,2021-05-18T10:17:50.015394+04:30,2021-05-24T12:01:41.751213+04:30,false,82C4fQaG,KEYWORD
,110720,NATIVE,8294,2021-05-18T10:12:50.900945+04:30,2021-05-18T10:12:50.901+04:30,false,3o71F5bT,KEYWORD
,110717,NATIVE,34522,2021-05-18T10:09:30.194653+04:30,2021-05-18T10:09:30.194697+04:30,false,O6n1CLvF,KEYWORD
,110716,NATIVE,33079,2021-05-18T10:08:46.693731+04:30,2021-05-19T17:16:59.470276+04:30,false,WO6WcR7h,KEYWORD
,110715,NATIVE,34522,2021-05-18T10:06:27.450267+04:30,2021-06-23T19:07:40.932704+04:30,false,O6n1CLvF,KEYWORD
,110712,BANNER,33915,2021-05-18T09:37:13.844113+04:30,2021-05-26T08:52:59.252923+04:30,false,29fHng1E,KEYWORD
,110695,NATIVE,31660,2021-05-18T04:16:53.778798+04:30,2021-05-19T14:27:02.326074+04:30,false,E0et0Vcv,KEYWORD
,110693,NATIVE,8713,2021-05-18T03:40:15.528898+04:30,2021-05-18T03:40:15.528935+04:30,false,rzzjrhaR,KEYWORD
,110684,NATIVE,35918,2021-05-18T00:49:48.379381+04:30,2021-05-18T00:59:46.646345+04:30,false,ZKK0sf9u,KEYWORD
,110648,NATIVE,35868,2021-05-17T18:51:28.888023+04:30,2021-05-17T18:51:28.888051+04:30,false,4KO0Elvi,KEYWORD
,110646,NATIVE,35868,2021-05-17T18:32:03.589429+04:30,2021-05-17T18:32:03.58947+04:30,false,4KO0Elvi,KEYWORD
,110644,NATIVE,35868,2021-05-17T18:23:32.162763+04:30,2021-05-17T18:23:32.162792+04:30,false,4KO0Elvi,KEYWORD
,110642,BANNER,35933,2021-05-17T18:16:08.862279+04:30,2021-05-17T18:16:08.862309+04:30,false,jx06usXB,KEYWORD
,110638,NATIVE,30222,2021-05-17T18:08:18.424207+04:30,2021-05-17T22:13:31.715753+04:30,false,8iRbHwWm,KEYWORD
,110637,NATIVE,26128,2021-05-17T18:06:18.545099+04:30,2021-05-17T18:06:18.545178+04:30,false,1I0oWvn2,KEYWORD
,110636,NATIVE,30222,2021-05-17T18:01:28.088388+04:30,2021-05-17T21:26:52.555419+04:30,false,8iRbHwWm,KEYWORD
,110633,NATIVE,32431,2021-05-17T17:55:32.772712+04:30,2021-05-18T17:26:57.905846+04:30,false,esyKe5tk,KEYWORD
,110632,NATIVE,36959,2021-05-17T17:53:57.087148+04:30,2021-05-17T17:53:57.087184+04:30,false,wFJBuGdE,KEYWORD
,110625,NATIVE,30222,2021-05-17T17:32:33.646425+04:30,2021-05-17T23:29:08.846501+04:30,false,8iRbHwWm,KEYWORD
,110614,NATIVE,35321,2021-05-17T17:08:33.047039+04:30,2021-05-17T17:08:33.047069+04:30,false,LImCKfVH,KEYWORD
,110613,NATIVE,36987,2021-05-17T17:08:32.64711+04:30,2021-05-17T17:23:14.228281+04:30,false,5ryxpAWj,KEYWORD
,110609,NATIVE,6550,2021-05-17T16:45:50.496952+04:30,2021-05-17T16:45:50.496982+04:30,false,rUhfnRll,KEYWORD
,110603,NATIVE,33174,2021-05-17T16:23:45.070621+04:30,2021-05-18T12:26:54.439225+04:30,false,IxPxAHCj,KEYWORD
,110601,NATIVE,30222,2021-05-17T16:16:11.475672+04:30,2021-05-19T14:01:07.7756+04:30,false,8iRbHwWm,KEYWORD
,110593,BANNER,36456,2021-05-17T16:01:21.454434+04:30,2021-08-03T20:10:38.097595+04:30,false,FqbYjfSS,KEYWORD
,110575,NATIVE,37045,2021-05-17T15:30:20.623675+04:30,2021-05-17T15:30:20.623704+04:30,false,VFxZ6YTD,KEYWORD
,110573,NATIVE,30222,2021-05-17T15:22:18.132175+04:30,2021-05-19T14:02:42.011186+04:30,false,8iRbHwWm,KEYWORD
,110567,NATIVE,36148,2021-05-17T15:11:08.122378+04:30,2021-05-17T15:11:08.122412+04:30,false,7ejMBC9H,KEYWORD
,110563,NATIVE,36962,2021-05-17T15:08:45.507622+04:30,2021-05-17T18:58:32.636456+04:30,false,ccj6Q6ae,KEYWORD
,110562,NATIVE,35042,2021-05-17T15:07:37.367889+04:30,2021-05-17T15:07:37.367918+04:30,false,SrpRofVJ,KEYWORD
,110552,NATIVE,37052,2021-05-17T14:54:39.79968+04:30,2021-05-31T14:38:04.89322+04:30,false,lXWjnKv0,KEYWORD
,110544,BANNER,35929,2021-05-17T14:27:45.520834+04:30,2021-05-17T14:27:45.520869+04:30,false,NRWZLZ5W,KEYWORD
,110530,NATIVE,25133,2021-05-17T13:53:31.983963+04:30,2021-05-20T14:45:35.451673+04:30,false,kHrCck0F,KEYWORD
,110521,BANNER,33079,2021-05-17T13:15:21.095349+04:30,2021-05-19T09:40:41.571843+04:30,false,WO6WcR7h,KEYWORD
,110520,NATIVE,30222,2021-05-17T13:12:34.204632+04:30,2021-05-19T14:03:34.001395+04:30,false,8iRbHwWm,KEYWORD
,110515,NATIVE,33079,2021-05-17T12:53:55.461799+04:30,2021-05-18T09:52:52.110465+04:30,false,WO6WcR7h,KEYWORD
,110512,NATIVE,22865,2021-05-17T12:47:06.340644+04:30,2021-05-17T12:47:06.340673+04:30,false,kfPZvUAr,KEYWORD
,110496,NATIVE,22051,2021-05-17T11:37:28.586021+04:30,2021-05-17T11:37:28.586062+04:30,false,JkQXTPTI,KEYWORD
,110482,NATIVE,31288,2021-05-17T10:38:32.471712+04:30,2021-05-23T09:38:42.141536+04:30,false,KiMDb9h4,KEYWORD
,110479,BANNER,36456,2021-05-17T10:22:38.185176+04:30,2021-05-23T19:07:35.410688+04:30,false,FqbYjfSS,KEYWORD
,110475,BANNER,36998,2021-05-17T10:14:11.923009+04:30,2021-05-17T17:13:33.280508+04:30,false,tOoyAc77,KEYWORD
,110473,NATIVE,35047,2021-05-17T10:11:06.395448+04:30,2021-05-17T10:11:06.395481+04:30,false,2nTUV5ml,KEYWORD
,110467,NATIVE,36456,2021-05-17T09:52:45.849144+04:30,2021-08-03T20:11:30.472743+04:30,false,FqbYjfSS,KEYWORD
,110457,NATIVE,34649,2021-05-17T09:28:32.517841+04:30,2021-05-17T14:09:58.697523+04:30,false,71gkLFog,KEYWORD
,110453,NATIVE,22791,2021-05-17T09:04:46.470435+04:30,2021-08-07T12:22:54.360764+04:30,false,Jt1XVkaQ,KEYWORD
,110448,BANNER,36137,2021-05-17T08:41:04.279485+04:30,2021-05-18T10:14:31.728635+04:30,false,S6914fUi,KEYWORD
,110442,NATIVE,8713,2021-05-17T04:19:17.406374+04:30,2021-05-17T04:47:13.431267+04:30,false,rzzjrhaR,KEYWORD
,110441,NATIVE,8713,2021-05-17T04:06:21.086857+04:30,2021-05-18T03:52:13.852306+04:30,false,rzzjrhaR,KEYWORD
,110434,NATIVE,24641,2021-05-17T01:17:19.718003+04:30,2021-05-19T13:10:21.538106+04:30,false,RX0NHcPs,KEYWORD
,110430,NATIVE,18782,2021-05-16T23:13:40.518443+04:30,2021-05-19T20:53:20.72728+04:30,false,6UrSfNP0,KEYWORD
,110429,NATIVE,11241,2021-05-16T22:45:56.387431+04:30,2021-05-16T22:45:56.387468+04:30,false,RjtLC8kw,KEYWORD
,110427,NATIVE,30222,2021-05-16T21:03:40.810854+04:30,2021-05-16T21:32:42.864165+04:30,false,8iRbHwWm,KEYWORD
,110425,NATIVE,37013,2021-05-16T20:31:35.628073+04:30,2021-05-16T20:31:35.62812+04:30,false,bytzH2Sa,KEYWORD
,110423,BANNER,20457,2021-05-16T20:17:45.577782+04:30,2021-05-16T20:35:47.862998+04:30,false,SBwQ5S5e,KEYWORD
,110421,NATIVE,20457,2021-05-16T19:46:32.167138+04:30,2021-07-20T13:05:13.76025+04:30,false,SBwQ5S5e,KEYWORD
,110417,NATIVE,31682,2021-05-16T19:25:24.578367+04:30,2021-08-10T19:27:24.816449+04:30,false,LqdCw3Mt,KEYWORD
,110403,BANNER,13184,2021-05-16T18:27:32.708085+04:30,2021-06-14T18:07:15.59092+04:30,false,SOoa5ZCg,KEYWORD
,110400,NATIVE,26628,2021-05-16T18:24:59.393779+04:30,2021-05-29T14:33:14.431058+04:30,false,MRcDLoaH,KEYWORD
,110397,NATIVE,37003,2021-05-16T18:23:13.490699+04:30,2021-05-16T18:23:13.490739+04:30,false,eSwQQBUx,KEYWORD
,110387,NATIVE,15795,2021-05-16T18:13:27.67982+04:30,2021-06-10T18:30:09.70707+04:30,false,CStcAI05,KEYWORD
,110369,NATIVE,36444,2021-05-16T17:31:13.41304+04:30,2021-05-16T17:48:40.284736+04:30,false,dHtJCNkQ,KEYWORD
,110365,NATIVE,36444,2021-05-16T17:27:45.822668+04:30,2021-05-16T17:48:59.747794+04:30,false,dHtJCNkQ,KEYWORD
,110355,BANNER,29,2021-05-16T17:07:37.347481+04:30,2021-05-17T12:55:55.181541+04:30,false,te9v05tU,KEYWORD
,110354,BANNER,29,2021-05-16T17:04:31.436549+04:30,2021-05-17T12:56:14.940255+04:30,false,te9v05tU,KEYWORD
,110349,NATIVE,31660,2021-05-16T16:56:02.371686+04:30,2021-05-19T14:26:41.583747+04:30,false,E0et0Vcv,KEYWORD
,110346,NATIVE,36994,2021-05-16T16:50:32.536886+04:30,2021-05-19T10:53:53.543434+04:30,false,UlK4NIJO,KEYWORD
,110345,NATIVE,25939,2021-05-16T16:36:39.437169+04:30,2021-05-17T14:09:33.716034+04:30,false,xVHsBQ8k,KEYWORD
,110343,NATIVE,35603,2021-05-16T16:33:47.070388+04:30,2021-06-07T22:07:27.254784+04:30,false,2wodXM5a,KEYWORD
,110338,NATIVE,20457,2021-05-16T16:13:42.174901+04:30,2021-05-29T10:25:11.598044+04:30,false,SBwQ5S5e,KEYWORD
,110326,BANNER,35539,2021-05-16T15:57:57.15913+04:30,2021-05-16T15:58:27.609247+04:30,false,mFRAiGXo,KEYWORD
,110319,NATIVE,34422,2021-05-16T15:44:46.40844+04:30,2021-05-19T19:55:00.687632+04:30,false,AipvFKtU,KEYWORD
,110318,NATIVE,35539,2021-05-16T15:43:44.509858+04:30,2021-05-22T13:14:10.775601+04:30,false,mFRAiGXo,KEYWORD
,110316,NATIVE,35937,2021-05-16T15:40:58.7362+04:30,2021-05-16T15:40:58.736228+04:30,false,bAyMoXz4,KEYWORD
,110309,NATIVE,29489,2021-05-16T15:32:32.77254+04:30,2021-05-22T01:12:22.573782+04:30,false,vPzmT4tQ,KEYWORD
,110290,BANNER,26180,2021-05-16T14:38:06.839423+04:30,2021-05-16T14:38:06.839463+04:30,false,ob7LPhkL,KEYWORD
,110288,BANNER,26180,2021-05-16T14:36:07.639726+04:30,2021-05-16T14:36:07.639763+04:30,false,ob7LPhkL,KEYWORD
,110287,NATIVE,4469,2021-05-16T14:35:12.108641+04:30,2021-05-19T13:40:58.025053+04:30,false,r56EkKbK,KEYWORD
,110285,NATIVE,6777,2021-05-16T14:27:40.515727+04:30,2021-05-30T18:39:09.692395+04:30,false,0WGHIoy9,KEYWORD
,110283,NATIVE,2231,2021-05-16T14:22:48.201506+04:30,2021-05-17T20:55:23.976516+04:30,false,JrEmXiDB,KEYWORD
,110280,BANNER,4469,2021-05-16T14:19:42.965782+04:30,2021-05-17T09:37:39.758124+04:30,false,r56EkKbK,KEYWORD
,110279,BANNER,36981,2021-05-16T14:18:44.66932+04:30,2021-05-20T12:51:09.321557+04:30,false,s8coUfuu,KEYWORD
,110273,NATIVE,36596,2021-05-16T14:03:46.975798+04:30,2021-08-16T09:47:51.594296+04:30,false,enyu67pC,KEYWORD
,110272,NATIVE,36982,2021-05-16T14:00:56.378769+04:30,2021-05-16T14:00:56.378803+04:30,false,1aWwvSOz,KEYWORD
,110270,NATIVE,36596,2021-05-16T13:59:26.84381+04:30,2021-08-11T09:11:11.091934+04:30,false,enyu67pC,KEYWORD
,110269,NATIVE,36596,2021-05-16T13:55:53.391642+04:30,2021-08-10T08:06:07.660242+04:30,false,enyu67pC,KEYWORD
,110267,NATIVE,36596,2021-05-16T13:46:18.738045+04:30,2021-08-11T09:12:03.720407+04:30,false,enyu67pC,KEYWORD
,110222,NATIVE,36680,2021-05-16T11:49:48.890392+04:30,2021-05-17T14:29:35.867004+04:30,false,ryc3tDay,KEYWORD
,110209,NATIVE,18608,2021-05-16T11:36:53.389445+04:30,2021-07-11T12:51:27.723452+04:30,false,DSLcJKBG,KEYWORD
,110208,BANNER,34834,2021-05-16T11:35:59.055543+04:30,2021-05-16T11:35:59.055572+04:30,false,riwQp8BP,KEYWORD
,110137,NATIVE,21425,2021-05-16T09:07:02.084886+04:30,2021-05-17T10:14:35.152358+04:30,false,iDX9LjU0,KEYWORD
,110132,NATIVE,27992,2021-05-16T05:44:19.483418+04:30,2021-05-16T05:44:19.483453+04:30,false,eXVD2ENN,KEYWORD
,110127,NATIVE,21284,2021-05-16T00:05:52.675441+04:30,2021-05-16T00:05:52.675468+04:30,false,m85fqYuu,KEYWORD
,110113,NATIVE,36506,2021-05-15T21:32:31.500671+04:30,2021-05-15T21:32:31.500701+04:30,false,NQDUSGS8,KEYWORD
,110099,NATIVE,18608,2021-05-15T19:32:57.319794+04:30,2021-05-22T18:06:02.236809+04:30,false,DSLcJKBG,KEYWORD
,110094,NATIVE,36943,2021-05-15T19:17:22.31114+04:30,2021-06-26T19:39:33.03873+04:30,false,F2QzbE1C,KEYWORD
,110092,NATIVE,34422,2021-05-15T19:11:51.020742+04:30,2021-05-15T20:11:25.496429+04:30,false,AipvFKtU,KEYWORD
,110069,NATIVE,36935,2021-05-15T17:33:55.42703+04:30,2021-05-15T17:33:55.427061+04:30,false,ptSwQflZ,KEYWORD
,110041,NATIVE,30775,2021-05-15T16:59:57.439549+04:30,2021-05-15T18:15:19.941599+04:30,false,xrNrJIBo,KEYWORD
,110032,NATIVE,11489,2021-05-15T16:28:36.583602+04:30,2021-05-15T19:34:56.264618+04:30,false,i0btWDm3,KEYWORD
,110025,NATIVE,2320,2021-05-15T16:13:25.852409+04:30,2021-05-19T16:37:31.156947+04:30,false,LQYypqBx,KEYWORD
,110018,BANNER,26020,2021-05-15T15:54:40.367041+04:30,2021-06-08T14:39:27.431657+04:30,false,70RnPHrs,KEYWORD
,110015,BANNER,26020,2021-05-15T15:47:10.701774+04:30,2021-05-31T13:23:22.539766+04:30,false,70RnPHrs,KEYWORD
,110013,BANNER,26020,2021-05-15T15:40:04.980763+04:30,2021-05-31T13:20:35.422904+04:30,false,70RnPHrs,KEYWORD
,110012,NATIVE,36930,2021-05-15T15:38:36.925006+04:30,2021-05-15T15:38:36.925043+04:30,false,2KsqJ2Da,KEYWORD
,110005,BANNER,36353,2021-05-15T15:30:20.409637+04:30,2021-05-15T15:30:20.409664+04:30,false,qQNiUnWO,KEYWORD
,110004,BANNER,26020,2021-05-15T15:28:42.15214+04:30,2021-05-15T15:28:42.152184+04:30,false,70RnPHrs,KEYWORD
,110003,BANNER,36898,2021-05-15T15:28:09.860654+04:30,2021-05-16T12:17:33.134981+04:30,false,4ROB0kjx,KEYWORD
,110001,BANNER,26020,2021-05-15T15:24:23.139602+04:30,2021-05-31T13:11:18.541052+04:30,false,70RnPHrs,KEYWORD
,109996,BANNER,28927,2021-05-15T15:13:36.009269+04:30,2021-08-20T16:29:51.455387+04:30,false,RpdI1UhD,KEYWORD
,109993,BANNER,5577,2021-05-15T15:07:04.437431+04:30,2021-07-05T10:12:57.567056+04:30,false,BDU1AIoV,KEYWORD
,109990,NATIVE,34422,2021-05-15T15:02:48.743364+04:30,2021-07-07T17:18:35.73323+04:30,false,AipvFKtU,KEYWORD
,109982,BANNER,18942,2021-05-15T14:40:24.798732+04:30,2021-06-28T23:57:39.253818+04:30,false,VoycczEp,KEYWORD
,109979,BANNER,36924,2021-05-15T14:34:18.398841+04:30,2021-05-15T14:34:18.398881+04:30,false,wSNIzovr,KEYWORD
,109972,BANNER,26919,2021-05-15T14:11:59.273741+04:30,2021-05-15T14:11:59.273769+04:30,false,sh67K71r,KEYWORD
,109970,NATIVE,46,2021-05-15T14:02:57.873787+04:30,2021-05-31T18:27:15.018367+04:30,false,m2re2Tn3,KEYWORD
,109967,BANNER,26020,2021-05-15T13:52:34.323269+04:30,2021-05-31T12:57:02.812662+04:30,false,70RnPHrs,KEYWORD
,109962,BANNER,26020,2021-05-15T13:30:16.173323+04:30,2021-05-31T12:54:22.694601+04:30,false,70RnPHrs,KEYWORD
,109958,BANNER,26020,2021-05-15T13:20:43.106086+04:30,2021-05-31T12:39:53.055247+04:30,false,70RnPHrs,KEYWORD
,109955,NATIVE,36503,2021-05-15T13:13:24.234555+04:30,2021-05-15T13:13:24.234645+04:30,false,zQShfHc7,KEYWORD
,109952,BANNER,26020,2021-05-15T13:11:06.645046+04:30,2021-05-31T12:33:36.879523+04:30,false,70RnPHrs,KEYWORD
,109949,NATIVE,14689,2021-05-15T13:09:27.822217+04:30,2021-05-15T13:09:27.822266+04:30,false,CmWamjnl,KEYWORD
,109946,NATIVE,32196,2021-05-15T13:08:25.373475+04:30,2021-05-19T07:43:19.340503+04:30,false,Y751g0sE,KEYWORD
,109944,NATIVE,35484,2021-05-15T13:03:59.214841+04:30,2021-05-15T13:03:59.214868+04:30,false,ta5KXMbs,KEYWORD
,109924,BANNER,9138,2021-05-15T12:23:24.01543+04:30,2021-05-15T12:32:52.994202+04:30,false,IpbYKhb4,KEYWORD
,109921,BANNER,26020,2021-05-15T12:21:32.80758+04:30,2021-05-31T12:24:37.431449+04:30,false,70RnPHrs,KEYWORD
,109920,NATIVE,32838,2021-05-15T12:21:27.566875+04:30,2021-05-15T12:21:27.566904+04:30,false,R5ysMT3H,KEYWORD
,109915,BANNER,26020,2021-05-15T12:14:29.137391+04:30,2021-05-31T11:57:15.16634+04:30,false,70RnPHrs,KEYWORD
,109911,NATIVE,32838,2021-05-15T12:08:24.390881+04:30,2021-05-15T12:08:24.390921+04:30,false,R5ysMT3H,KEYWORD
,109910,BANNER,26020,2021-05-15T12:07:14.269848+04:30,2021-05-31T11:44:16.840234+04:30,false,70RnPHrs,KEYWORD
,109907,NATIVE,35485,2021-05-15T12:05:03.892337+04:30,2021-05-15T12:05:03.892386+04:30,false,IKqnRich,KEYWORD
,109905,NATIVE,9138,2021-05-15T12:02:33.327944+04:30,2021-05-15T12:02:33.327987+04:30,false,IpbYKhb4,KEYWORD
,109904,BANNER,26020,2021-05-15T12:01:36.55917+04:30,2021-05-31T11:40:02.555099+04:30,false,70RnPHrs,KEYWORD
,109902,BANNER,26020,2021-05-15T11:54:29.240248+04:30,2021-05-31T11:37:33.794062+04:30,false,70RnPHrs,KEYWORD
,109900,NATIVE,36911,2021-05-15T11:53:24.671835+04:30,2021-05-23T01:51:58.892763+04:30,false,vM0PTv3y,KEYWORD
,109898,BANNER,26020,2021-05-15T11:51:39.848184+04:30,2021-05-31T11:35:17.914701+04:30,false,70RnPHrs,KEYWORD
,109895,BANNER,26020,2021-05-15T11:47:29.707573+04:30,2021-05-15T11:47:29.707602+04:30,false,70RnPHrs,KEYWORD
,109892,NATIVE,35794,2021-05-15T11:32:35.274792+04:30,2021-05-15T11:40:01.80947+04:30,false,drhM8x4i,KEYWORD
,109890,BANNER,29,2021-05-15T11:27:33.941321+04:30,2021-05-15T11:27:33.941349+04:30,false,te9v05tU,KEYWORD
,109889,NATIVE,36596,2021-05-15T11:26:48.469529+04:30,2021-07-12T07:39:01.713968+04:30,false,enyu67pC,KEYWORD
,109887,BANNER,29,2021-05-15T11:24:15.024392+04:30,2021-05-15T11:24:15.02443+04:30,false,te9v05tU,KEYWORD
,109886,NATIVE,32838,2021-05-15T11:20:57.618358+04:30,2021-05-15T11:20:57.618388+04:30,false,R5ysMT3H,KEYWORD
,109880,BANNER,26020,2021-05-15T11:09:45.050862+04:30,2021-05-15T11:09:45.050893+04:30,false,70RnPHrs,KEYWORD
,109879,BANNER,34827,2021-05-15T11:09:36.312105+04:30,2021-05-15T11:13:01.529961+04:30,false,MI8aRakP,KEYWORD
,109874,NATIVE,36137,2021-05-15T10:56:26.876275+04:30,2021-05-19T11:07:58.592805+04:30,false,S6914fUi,KEYWORD
,109869,NATIVE,19511,2021-05-15T10:43:13.434065+04:30,2021-06-24T12:04:58.016516+04:30,false,YHIooq12,KEYWORD
,109868,NATIVE,36903,2021-05-15T10:42:03.095748+04:30,2021-05-15T10:42:03.095782+04:30,false,FM26X1nh,KEYWORD
,109867,BANNER,35485,2021-05-15T10:40:30.970265+04:30,2021-05-15T10:40:30.970314+04:30,false,IKqnRich,KEYWORD
,109863,NATIVE,31385,2021-05-15T10:32:02.621663+04:30,2021-05-27T12:22:37.093434+04:30,false,o0RlWQVA,KEYWORD
,109824,NATIVE,17952,2021-05-14T23:23:36.757422+04:30,2021-05-14T23:24:15.205224+04:30,false,2xZ1IEYW,KEYWORD
,109809,NATIVE,12027,2021-05-14T21:12:49.147203+04:30,2021-05-14T21:12:49.14724+04:30,false,33zS24hs,KEYWORD
,109808,NATIVE,33536,2021-05-14T19:50:59.777983+04:30,2021-05-15T20:28:46.096211+04:30,false,sVxFy9qR,KEYWORD
,109806,BANNER,35686,2021-05-14T19:41:04.836014+04:30,2021-05-14T19:41:04.836048+04:30,false,2lcCJumZ,KEYWORD
,109803,NATIVE,22477,2021-05-14T19:23:03.672726+04:30,2021-05-15T11:44:42.639798+04:30,false,ZUngDCHE,KEYWORD
,109802,NATIVE,36856,2021-05-14T19:17:39.741535+04:30,2021-05-14T19:17:39.741564+04:30,false,t5TQxeQf,KEYWORD
,109798,NATIVE,36877,2021-05-14T18:00:20.425076+04:30,2021-05-14T18:00:20.425105+04:30,false,HazBm25H,KEYWORD
,109792,BANNER,9343,2021-05-14T16:27:33.609144+04:30,2021-05-14T16:27:33.609174+04:30,false,BaUmyhzt,KEYWORD
,109788,NATIVE,9343,2021-05-14T15:55:20.745964+04:30,2021-05-15T19:02:25.687038+04:30,false,BaUmyhzt,KEYWORD
,109773,BANNER,9138,2021-05-14T13:21:36.285918+04:30,2021-05-14T13:21:36.285947+04:30,false,IpbYKhb4,KEYWORD
,109771,NATIVE,9138,2021-05-14T13:16:59.067724+04:30,2021-05-14T13:16:59.067759+04:30,false,IpbYKhb4,KEYWORD
,109750,NATIVE,10350,2021-05-14T02:22:20.830393+04:30,2021-06-10T16:44:09.567245+04:30,false,3uIpykNF,KEYWORD
,109736,NATIVE,36850,2021-05-13T23:35:19.252576+04:30,2021-05-13T23:36:05.899817+04:30,false,LDzPTZuO,KEYWORD
,109734,NATIVE,2437,2021-05-13T23:17:35.796812+04:30,2021-05-13T23:17:35.796843+04:30,false,ebHkQUqf,KEYWORD
,109733,NATIVE,2437,2021-05-13T23:15:49.939088+04:30,2021-05-13T23:15:49.939117+04:30,false,ebHkQUqf,KEYWORD
,109732,NATIVE,2729,2021-05-13T22:45:42.312544+04:30,2021-05-13T22:45:42.312581+04:30,false,tSeID9oS,KEYWORD
,109727,NATIVE,36832,2021-05-13T20:40:03.686833+04:30,2021-05-13T20:40:03.686868+04:30,false,YZEGHukC,KEYWORD
,109726,BANNER,36847,2021-05-13T20:35:11.74342+04:30,2021-05-13T20:35:11.74346+04:30,false,d29sg2Ez,KEYWORD
,109719,BANNER,36842,2021-05-13T19:09:04.485545+04:30,2021-07-15T11:47:18.877006+04:30,false,fN0MipMd,KEYWORD
,109717,NATIVE,21356,2021-05-13T19:05:47.415981+04:30,2021-05-13T22:13:38.84086+04:30,false,H258Xesc,KEYWORD
,109714,NATIVE,36353,2021-05-13T18:36:39.057114+04:30,2021-05-13T18:36:39.057153+04:30,false,qQNiUnWO,KEYWORD
,109674,BANNER,36623,2021-05-13T12:09:48.263426+04:30,2021-05-13T12:09:48.263488+04:30,false,i8PFzb4K,KEYWORD
,109673,NATIVE,36623,2021-05-13T12:03:43.676493+04:30,2021-05-13T12:03:43.67653+04:30,false,i8PFzb4K,KEYWORD
,109670,NATIVE,36699,2021-05-13T11:54:42.911025+04:30,2021-05-13T14:00:52.151044+04:30,false,Veg3dnOT,KEYWORD
,109663,NATIVE,23636,2021-05-13T10:56:57.013206+04:30,2021-05-13T22:42:00.752152+04:30,false,GV5EVMSW,KEYWORD
,109644,NATIVE,35868,2021-05-13T01:55:08.737481+04:30,2021-05-17T18:49:52.773513+04:30,false,4KO0Elvi,KEYWORD
,109643,NATIVE,35868,2021-05-13T01:39:11.742454+04:30,2021-05-17T19:04:06.096042+04:30,false,4KO0Elvi,KEYWORD
,109640,BANNER,3223,2021-05-13T00:25:16.251339+04:30,2021-06-07T17:32:41.149763+04:30,false,OwBUexoV,KEYWORD
,109636,NATIVE,36353,2021-05-12T23:43:53.738774+04:30,2021-05-12T23:43:53.738808+04:30,false,qQNiUnWO,KEYWORD
,109628,NATIVE,36820,2021-05-12T23:21:34.839401+04:30,2021-08-28T20:48:53.058783+04:30,false,REKmEKGN,KEYWORD
,109615,NATIVE,36353,2021-05-12T20:01:05.66632+04:30,2021-05-12T20:01:05.666356+04:30,false,qQNiUnWO,KEYWORD
